index,Month,Day,Year,Ship Name,Ship Type,Tonnage,Latitiude,Longitude,Assessment,Original Location,Month Index
491,12,15,1944,MOMO,Destroyer,760,16,117.65,Sunk,"16-00N, 117-39E",37
492,2,14,1945,SUBMARINE CHASER NO 4,Submarine Chaser,100,-8,115.75,Sunk,"8-20S, 115-45E",39
493,2,14,1945,SUBMARINE CHASER NO 114,Submarine Chaser,100,-8,115.75,Sunk,"8-20S, 115-45E",39
494,2,20,1945,DAIZEN MARU,Cargo,5396,-0.7,106.3,Sunk,"00-42S, 106-18E",39
495,5,16,1945,HATSUTAKA,Minelayer,1500,4.083333333,103.4666667,Sunk,"4-45N, 103-28E",42
496,12,14,1943,HAKOZAKI MARU,Transport,3948,33.16666667,125.9166667,Sunk,"33-10N, 125-55E",25
497,1,1,1944,NAGOYA MARU,Cargo,6072,32.16666667,137.6166667,Sunk,"32-10N, 137-37E",26
498,5,30,1944,ISHIGAKI,Frigate,860,48.5,151.5,Sunk,"48-30N, 151-30E",30
499,5,31,1944,HOKUYO MARU,Cargo,1590,48,153,Sunk,"48-00N, 153-00E",30
500,6,1,1944,IWAKI MARU,Cargo,3124,48,153,Sunk,"48-00N, 153-00E",31
501,6,1,1944,HIRURI MARU,Transport,4365,48,153,Sunk,"48-00N, 153-00E",31
502,2,25,1944,NISSHO MARU,Tanker,10526,5.083333333,126.0833333,Sunk,"5-55N, 126-05E",27
503,10,8,1944,KOHOKU MARU,Transport,2573,18.53333333,116.2166667,Sunk,"18-32N, 116-13E",35
504,2,25,1945,SHONAN,Frigate,900,17.13333333,110.0166667,Sunk,"17-08N, 110-01E",39
505,10,24,1944,TENSHIN MARU,Cargo,4236,19.51666667,118.1666667,Sunk,"19-31N, 118-10E",35
506,10,26,1944,TAIYO MARU,Cargo,4168,19.06666667,120.6,Sunk,"19-04N, 120-36E",35
507,1,26,1943,TOYO MARU,Transport,4163,33.36666667,138.9333333,Sunk,"33-22N, 138-56E",14
508,6,26,1943,SHOZAN MARU,Cargo,5859,33.36666667,138.9333333,Sunk,"33-22N, 138-56E",19
509,7,4,1943,NIKKYU MARU,Cargo,6529,34.51666667,138.5833333,Sunk,"34-31N, 138-35E",20
510,2,19,1944,KOKUEI MARU,Tanker,5154,14.56666667,114.1833333,Sunk,"14-34N, 114-11E",27
511,2,19,1944,NANEI MARU,Tanker,5019,14.56666667,114.1833333,Sunk,"14-34N, 114-11E",27
512,2,19,1944,NICHIRIN MARU,Tanker,5162,15.75,115.65,Sunk,"15-45N, 115-39E",27
513,2,19,1944,ICHIYO MARU,Tanker,5106,15.66666667,115.8,Sunk,"15-40N, 115-48E",27
514,4,26,1944,YOSHIDA MARU NO 1,Transport,5425,18.1,119.7833333,Sunk,"18-06N, 119-47E",29
515,6,25,1944,SAN PEDRO MARU,Tanker,7268,16.11666667,119.7333333,Sunk,"16-07N, 119-44E",31
516,6,30,1944,TSURUSHIMA MARU,Cargo,4645,14.41666667,119.7833333,Sunk,"14-25N, 119-47E",31
517,6,30,1944,MATSUKAWA MARU,Cargo,3825,14.41666667,119.7833333,Sunk,"14-25N, 119-47E",31
518,8,29,1944,MINESWEEPER NO 28,Minesweeper,492,2.05,122.6333333,Sunk,"2-03N, 122-38E",33
519,8,29,1944,MEXICO MARU,Transport,5785,2.116666667,122.6333333,Sunk,"2-07N, 122-38E",33
520,11,14,1944,NICHIEI MARU,Cargo,5396,11.31666667,109.0166667,Sunk,"11-19N, 109-01E",36
521,11,15,1944,YUZAN MARU NO 2,Cargo,6859,11.33333333,109.05,Sunk,"11-20N, 109-03E",36
522,8,11,1945,TEIHOKU MARU,Transport,5795,38.05,133.2166667,Sunk,"38-03N, 133-13E",45
523,3,10,1945,KEIZAN MARU,Cargo,2116,29.51666667,127.9166667,Sunk,"29-31N, 127-55E",40
524,3,10,1945,SANKA MARU,Cargo,2495,29.51666667,127.9166667,Sunk,"29-31N, 127-55E",40
525,3,10,1945,DOKAN MARU,Cargo,2270,29.51666667,127.9166667,Sunk,"29-31N, 127-55E",40
526,10,1,1942,YOMEI MARU,Cargo,2860,33.58333333,135.25,Sunk,"33-35N, 135-15E",11
527,10,23,1942,SEIKYO MARU,Ex-Gunboat,2608,33.75,135.4166667,Sunk,"33-45N, 135-25E",11
528,12,7,1942,HINO MARU NO 3,Transport,4391,23.98333333,138.7166667,Sunk,"23-59N, 138-43E",13
529,12,28,1942,CHOYO MARU,Cargo,5388,24.76666667,120.6666667,Sunk,"24-46N, 120-40E",13
530,3,19,1943,Takachiho MARU,Transport,8154,26,122.3,Sunk,"26-00N, 122-18E",16
531,10,20,1943,SANA MARU,Cargo,3365,12.6,109.5,Sunk,"12-36N, 109-30E",23
532,1,3,1944,RYUEI MARU,Tanker,5144,8.1,112.5,Sunk,"8-06N, 112-30E",26
533,1,3,1944,BOKUEI MARU,Tanker,5135,6.133333333,112.0333333,Sunk,"6-58N, 112-02E",26
534,1,7,1944,FUSHIMI MARU NO 3,Tanker,4292,9.116666667,117.6,Sunk,"9-27N, 117-36E",26
535,10,24,1944,IKUTAGAWA MARU,Cargo,2220,27.13333333,143.2166667,Sunk,"27-08N, 143-13E",35
536,10,27,1944,TOKAI MARU NO 4,Cargo,537,25.36666667,141.5166667,Sunk,"25-22N, 141-31E",35
537,10,27,1944,TRANPORT NO 138,Landing Craft,1000,25.36666667,141.5166667,Sunk,"25-22N, 141-31E",35
538,1,3,1945,YAEI MARU,Cargo,1941,30.48333333,142.05,Sunk,"30-29N, 142-03E",38
539,1,3,1945,SHIERAZONO MARU,Transport,1831,30.48333333,142.05,Sunk,"30-29N, 1442-03E",38
540,2,24,1945,TATSUMOMO MARU,Cargo,880,32.66666667,132.55,Sunk,"32-40N, 132-33E",39
541,2,24,1945,RO 49,Submarine,965,32.66666667,132.55,Sunk,"32-40N, 132-33E",39
542,6,30,1945,HOKUSHIN MARU,Cargo,5819,15,115,Sunk,"15-00N, 115-00E",43
543,10,18,1943,TAICHU MARU,Cargo,1906,34,136.4,Sunk,"34-00N, 136-24E",23
544,3,8,1944,TOYOKUNI MARU,Cargo,5792,19.38333333,116.2166667,Sunk,"19-23N, 116-13E",28
545,3,9,1944,NICHIREI MARU,Cargo,5396,19.78333333,116.2166667,Sunk,"19-47N, 116-13E",28
546,3,18,1944,HOKUROKU MARU,Transport,8359,19.36666667,116.8666667,Sunk,"19-22N, 116-52E",28
547,5,24,1944,WALES MARU,Transport,6586,7.1,109.0666667,Sunk,"7-16N, 109-04E",30
548,5,24,1944,BIZEN MARU,Cargo,4667,7.083333333,108.7166667,Sunk,"7-25N, 108-43E",30
549,7,18,1944,KYODO MARU NO 36,Transport,1499,8.033333333,116.6666667,Sunk,"8-22N, 116-40E",32
550,7,31,1944,TENSHIN MARU,Tanker,5061,8.033333333,116.6666667,Sunk,"8-22N, 116-40E",32
551,9,22,1944,SHUN YUAN,Cargo,1610,15.36666667,119.2833333,Sunk,"15-22N, 119-17E",34
552,9,27,1944,HOKKI MARU,Tanker,5599,15.75,117.8,Sunk,"15-45N, 117-48E",34
553,10,10,1944,EJIRI MARU,Cargo,6968,16.16666667,119.7333333,Sunk,"16-10N, 119-44E",35
554,7,5,1945,SUBMARINE CHASER NO 37,Submarine Chaser,100,-8,114.8333333,Sunk,"8-10S, 114-50E",44
555,7,7,1944,TAMANAMI,Destroyer,2100,13.91666667,118.5,Sunk,"13-55N, 118-30E",32
556,11,25,1944,MANILA MARU,Transport,9486,5,113.35,Sunk,"5-30N, 113-21E",36
557,8,21,1944,DURBAN MARU,Transport,7163,11.71666667,109.2833333,Sunk,"11-43N, 109-17E",33
558,3,4,1942,TAKI MARU,Cargo,1244,28.61666667,129.1666667,Sunk,"28-37N, 129-10E",4
559,7,24,1942,UNKNOWN MARU,Cargo,1500,45.08333333,147.45,Sunk,"45-05N, 147-27E",8
560,8,1,1942,MEIWA MARU,Cargo,2921,41.2,141.6,Sunk,"41-12N, 141-36E",9
561,8,8,1942,BIFUKU MARU,Transport,2559,41.23333333,141.5333333,Sunk,"41-14N, 141-32E",9
562,9,11,1943,HOKUSHO MARU,Cargo,4211,-0.466666667,166.8666667,Sunk,"00-28S, 166-52E",22
563,12,5,1943,HIMENO MARU,Cargo,834,9,124.5,Sunk,"9-10N, 124-30E",25
564,3,3,1944,KARATSU,River Gunboat,560,3.033333333,123.3833333,Sunk,"3-52N, 123-23E",28
565,6,25,1942,YAMAKAZE,Destroyer,1580,34.56666667,140.4333333,Sunk,"34-34N, 140-26E",7
566,9,28,1942,TAMON MARU NO 6,Cargo,4994,40.58333333,141.8333333,Sunk,"40-35N, 141-50E",10
567,10,1,1942,TOSSEI MARU,Cargo,2432,41.33333333,141.5833333,Sunk,"41-20N, 141-35E",11
568,10,24,1942,KENUN MARU,Cargo,4643,41.4,141.8333333,Sunk,"41-24N, 141-50E",11
569,1,9,1943,YOSHINOGAWA MARU,Cargo,1430,-6.05,156,Sunk,"6-13S, 156-00E",14
570,3,6,1944,AMERICA MARU,Transport,6070,21.83333333,143.9,Sunk,"21-50N, 143-54E",28
571,8,23,1943,ATAKA MARU,Transport,5248,34.61666667,137.8833333,Sunk,"34-37N, 137-53E",21
572,4,16,1944,MITO MARU,Transport,7061,-2.033333333,127.3333333,Sunk,"2-02S, 127-20E",29
573,4,16,1944,HINO MARU NO 1,Cargo,2671,-2.033333333,127.3333333,Sunk,"2-02S, 127-20E",29
574,7,6,1944,HOKAZE,Destroyer,1300,3.066666667,125.4666667,Sunk,"3-24N, 125-28E",32
575,9,7,1944,SHINYO MARU,Cargo,2518,8.016666667,122.6666667,Sunk,"8-11N, 122-40E",34
576,9,12,1944,KACHIDOKI MARU,Transport,10509,19.3,111.8833333,Sunk,"19-18N, 111-53E",34
577,9,12,1944,ZUIHO MARU,Tanker,5135,19.3,111.8833333,Sunk,"19-18N, 111-53E",34
578,11,19,1944,SHINKO MARU NO 1,Cargo,1200,19,111.85,Sunk,"19-00N, 111-51E",36
579,2,6,1945,ENGEN MARU,Cargo,6968,6.15,106.1833333,Sunk,"6-29N, 106-11E",39
580,2,8,1945,EIFUKU MARU,Transport,3520,7.066666667,104.7666667,Sunk,"7-04N, 104-46E",39
581,5,4,1944,TAIYOKU MARU,Cargo,5244,20.8,118.05,Sunk,"20-48N, 118-03E",30
582,5,4,1944,SHORYU MARU,Cargo,6475,20.8,118.05,Sunk,"20-48N, 118-03E",30
583,7,31,1944,KOEI MARU,Tanker,10238,19.16666667,120.9666667,Sunk,"19-10N, 120-58E",32
584,7,31,1944,MANKO MARU,Transport,4471,19.16666667,120.9666667,Sunk,"19-10N, 120-58E",32
585,2,7,1945,OKINOYAMA MARU,Cargo,984,29.15,129.75,Sunk,"29-09N, 129-45E",39
586,4,9,1945,MINESWEEPER NO 3,Minesweeper,615,39.1,141.95,Sunk,"39-06N, 141-57E",41
587,6,21,1945,HIZEN MARU,Cargo,946,41.31666667,141.4666667,Sunk,"41-19N, 141-28E",43
588,6,26,1945,KAMITSU MARU,Ex-Gunboat,2723,39.41666667,142.0666667,Sunk,"39-25N, 142-04E",43
589,11,29,1943,MANJU MARU,Cargo,5877,18.38333333,140.3,Sunk,"18-23N, 140-18E",24
590,11,30,1943,SHOKO MARU,Cargo,1933,14.51666667,140.3,Sunk,"14-31N, 140-18E",24
591,5,4,1944,EIRYU MARU,Ex-Net Tender,758,7.066666667,129.3,Sunk,"7-04N, 129-18E",30
592,6,28,1944,YAMAGIKU MARU,Cargo,5236,6,122.6833333,Sunk,"6-50N, 122-41E",31
593,9,10,1944,HINOKI MARU,Ex-Net Tender,599,-6.116666667,116.8,Sunk,"6-27S, 116-48E",34
594,9,26,1944,AOTAKA,Minelayer,1600,7,116,Sunk,"7-00N, 116-00E",34
595,11,26,1944,YUHO MARU,Tanker,5226,4.083333333,114.1,Sunk,"4-55N, 114-06E",36
596,2,20,1945,NOKAZE,Destroyer,1300,12.8,109.6333333,Sunk,"12-48N, 109-38E",39
597,8,8,1945,RASHIN MARU,Transport,5454,21.38333333,131.4166667,Sunk,"21-23N, 131-25E",45
598,3,8,1943,HISASHIMA MARU,Cargo,2742,41.26666667,142.45,Sunk,"41-16N, 142-27E",16
599,7,6,1943,BANSHU MARU NO 33,Cargo,787,43.58333333,140.35,Sunk,"43-35N, 140-21E",20
600,7,7,1943,SHOWA MARU,Transport,2212,43.23333333,139.8833333,Sunk,"43-14N, 139-53E",20
601,10,1,1943,TONEI MARU,Transport,4930,4.016666667,143.7833333,Sunk,"4-01N, 143-47E",23
602,10,1,1943,KINKASAN MARU,Cargo,4980,4.016666667,143.7833333,Sunk,"4-01N, 143-47E",23
603,12,1,1943,KONEI MARU,Cargo,2345,1.033333333,146.7,Sunk,"1-02N, 146-42E",25
604,3,4,1944,KAYO MARU,Transport,4368,-1.133333333,138.6666667,Sunk,"1-28S, 138-40E",28
605,11,12,1944,TATSUAKIU MARU,Cargo,2766,31.3,125.5,Sunk,"31-18N, 125-30E",36
606,11,18,1944,AISAKASAN MARU,Cargo,6923,33.83333333,124.7333333,Sunk,"33-50N, 124-44E",36
607,11,18,1944,CHINKAI MARU,Cargo,2827,33.65,124.4333333,Sunk,"33-39N, 124-26E",36
608,1,10,1942,KANKO MARU,Ex-Gunboat,2929,6.033333333,125.9166667,Sunk,"6-12N, 125-55E",2
609,2,15,1943,TATEYAMA MARU,Cargo,1990,39.3,142.1333333,Sunk,"39-18N, 142-08E",15
610,4,3,1943,SUBMARINE CHASER NO 13,Submarine Chaser,440,40,142,Sunk,"40-00N, 142-00E",17
611,4,7,1943,FUKUEI MARU,Cargo,1113,41,142,Sunk,"41-00N, 142-00E",17
612,3,2,1944,SHINKYO MASRU,Ex-Gunboat,2672,6.083333333,148.5166667,Sunk,"6-25N, 148-31E",28
613,3,20,1944,HOKO MARU,Cargo,1504,10.1,138.1666667,Sunk,"10-06N, 138-10E",28
614,3,30,1944,ATLANTIC MARU,Cargo,5873,12.25,145.7,Sunk,"12-15N, 145-42E",28
615,5,22,1944,HASHIDATE,Gunboat,1200,21.33333333,117.1666667,Sunk,"21-20N, 117-10E",30
616,8,25,1944,YUNAGI,Destroyer,1270,18.76666667,120.7666667,Sunk,"18-46N, 120-46E",33
617,8,25,1944,KOTOKU MARU,Cargo,1943,18.76666667,120.7666667,Sunk,"18-46N, 120-46E",33
618,9,16,1944,TOKUSHIMA MARU,Transport,5975,21.25,121.4833333,Sunk,"21-15N, 121-29E",34
619,9,21,1944,AWAJI MARU,Cargo,1948,18.71666667,120.8666667,Sunk,"18-43N, 120-52E",34
620,11,17,1944,MAYASAN MARU,Transport,9433,33.26666667,124.7166667,Sunk,"33-16N, 124-43E",36
621,11,23,1944,SHUYO MARU,Cargo,6933,34.25,128.9666667,Sunk,"34-15N, 128-58E",36
622,11,23,1944,FUKUJU MARU,Transport,5291,34.31666667,128.0833333,Sunk,"34-19N, 128-05E",36
623,1,29,1945,CLYDE MARU,Transport,5497,25.55,120.9,Sunk,"25-33N, 120-54E",38
624,8,5,1943,SHOJU MARU,Transport,2022,24.61666667,154.75,Sunk,"24-37N, 154-45E",21
625,6,1,1944,TOHO MARU,Cargo,4716,18.21666667,141.3166667,Sunk,"18-13N, 141-19E",31
626,6,6,1944,KAASHIMASAN MARU,Cargo,2825,16.68333333,142.7166667,Sunk,"16-41N, 142-43E",31
627,6,6,1944,HAVRE MARU,Cargo,5652,16.68333333,142.7166667,Sunk,"16-41N, 142-43E",31
628,8,6,1944,SHONAN MARU,Cargo,5401,30.88333333,129.7833333,Sunk,"30-53N, 129-47E",33
629,8,22,1944,TONAN MARU NO 2,Tanker,19262,29.73333333,125.3666667,Sunk,"29-44N, 125-22E",33
630,11,3,1944,AKIKAZE,Destroyer,1300,16.8,117.2833333,Sunk,"16-48N, 117-17E",36
631,12,13,1944,TRANSPORT NO 12,Landing Craft,1900,20.56666667,118.75,Sunk,"20-34N, 118-45E",37
632,12,13,1944,TRANSPORT NO 104,Landing Craft,1900,20.56666667,118.75,Sunk,"20-34N, 118-45E",37
633,9,12,1944,HAKUTETTSU MARU NO 7,Cargo,1018,33.51666667,135.95,Sunk,"33-31N, 135-57E",34
634,12,3,1944,COAST DEF VESSEL NO 64,Frigate,800,18.6,111.9,Sunk,"18-36N, 111-54E",37
635,7,12,1944,NIGHIRAN MARU,Transport,6504,18.55,122.8833333,Sunk,"18-33N, 122-53E",32
636,7,16,1944,SEASTTLE MARU,Transport,5773,19.43333333,120.3,Sunk,"19-26N, 120-18E",32
637,6,30,1944,HYAKUFUKU MARU,Ex-Gunboat,986,28.36666667,141.2833333,Sunk,"28-22N, 141-17E",31
638,7,5,1944,KOGI MARU,Ex-Net Tender,857,27.71666667,141.0333333,Sunk,"27-43N, 141-02E",32
639,7,18,1944,SUBMARINE CHASER NO 50,Submarine Chaser,300,29.36666667,139.2333333,Sunk,"29-22N, 139-14E",32
640,9,27,1944,COAST DEF VESSEL NO 10,Frigate,800,29.43333333,128.8333333,Sunk,"29-26N, 128-50E",34
641,1,18,1942,EIZAN MARU,Cargo,4702,33.5,135,Sunk,"33-30N, 135-00E",2
642,6,30,1942,UNKKAI MARU NO 5,Cargo,3282,30.06666667,122.9,Sunk,"30-04N, 122-54E",7
643,7,2,1942,UNYO MARU NO 3,Cargo,2997,30.5,120.4166667,Sunk,"30-30N, 120-25E",8
644,3,12,1943,TAIHOSAN MARU,Ex-Water Carrier,1805,7.083333333,159.1666667,Sunk,"7-15N, 159-10E",16
645,5,10,1943,TATSUTAKE MARU,Transport,7068,14.48333333,149,Sunk,"14-29N, 149-00E",18
646,5,10,1943,KINAI MARU,Transport,8360,14.48333333,149,Sunk,"14-29N, 149-00E",18
647,7,12,1943,NIITAKA MARU,Transport,2478,43.03333333,140,Sunk,"43-02N, 140-00E",20
648,8,20,1943,SEITAI MARU,Cargo,3404,42.25,139.9666667,Sunk,"42-15N, 139-58E",21
649,8,22,1943,RYOKAI MARU,Cargo,4655,42.66666667,139.8,Sunk,"42-40N, 139-48E",21
650,2,2,1944,TOYO MARU NO 5,Cargo,2193,33.53333333,135.9666667,Sunk,"33-32N, 135-58E",27
651,2,2,1944,TOYO MARU NO 8,Cargo,2191,33.53333333,135.9666667,Sunk,"33-32N, 135-58E",27
652,2,23,1944,KIMISHIMA MARU,Cargo,5193,30.5,140.3333333,Sunk,"30-30N, 140-20E",27
653,5,1,1943,KEISHIN MARU,Ex-Gunboat,1434,37.06666667,141.1,Sunk,"37-04N, 141-06E",18
654,5,26,1943,TAINAN MARU,Cargo,1989,37.05,141.15,Sunk,"37-03N, 141-09E",18
655,8,1,1943,MOGAMIGAWA MARU,Aircraft Ferry,7497,11.26666667,153.5666667,Sunk,"11-16N, 153-34E",21
656,9,30,1943,MAEBASHI MARU,Transport,7005,6.016666667,139.1333333,Sunk,"6-01N, 139-08E",22
657,12,7,1943,SOYO MARU,Submarine Tender,6081,14.06666667,152.15,Sunk,"14-04N, 152-09E",25
658,12,13,1943,FUKKAI MARU,Transport,3829,7.116666667,134.5166667,Sunk,"7-07N, 134-31E",25
659,2,10,1944,MINEKAZE,Destroyer,1300,23.2,121.5,Sunk,"23-12N, 121-30E",27
660,2,10,1944,MALTA MARU,Transport,5500,23.2,121.5,Sunk,"23-12N, 121-30E",27
661,2,20,1944,TAIJIN MARU,Cargo,5154,24.2,123.3333333,Sunk,"24-12N, 123-20E",27
662,2,20,1944,NANYO MARU,Cargo,3610,24.46666667,123.5166667,Sunk,"24-28N, 123-31E",27
663,2,23,1944,HOREI MARU,Cargo,5588,26.36666667,126.25,Sunk,"26-22N, 126-15E",27
664,4,28,1944,I 183,Submarine,1630,32.11666667,133.05,Sunk,"32-07N, 133-03E",29
665,5,5,1944,SHIRANE MARU,Cargo,2825,33.51666667,135.4666667,Sunk,"33-31N, 135-28E",30
666,5,13,1944,ANBO MARU,Cargo,4523,34.51666667,138.55,Sunk,"34-31N, 138-33E",30
667,7,27,1945,CHIKUZEN MARU,Transport,2448,37,134.0333333,Sunk,"37-00N, 134--02E",44
668,8,5,1945,KOTOHIRASAN MARU,Cargo,2220,39.86666667,138.8666667,Sunk,"39-52N, 138-52E",45
669,1,7,1942,UNKAI MARU NO 1,Cargo,2225,34.45,138.9833333,Sunk,"34-27N, 138-59E",2
670,1,9,1942,TEIAN MARU,Cargo,5387,35,140.6,Sunk,"35-00N, 140-36E",2
671,3,11,1942,FUKUSHU MARU,Cargo,1454,30.88333333,126.3333333,Sunk,"30-53N, 126-20E",4
672,5,18,1943,TERUSHIMA MARU,Ex-Gunboat,3110,8.083333333,170.5,Sunk,"8-45N, 170-30E",18
673,5,20,1943,BANGKOK MARU,Ex-Light Cruiser,5350,5.116666667,169.8,Sunk,"5-47N, 169-48E",18
674,8,27,1943,TAIFUKU MARU,Transport,3520,32.45,132.4,Sunk,"32-27N, 132-24E",21
675,9,3,1943,TAGONOURA MARU,Cargo,3521,34.16666667,140.2,Sunk,"34-10N, 140-12E",22
676,3,20,1944,HAKUYO MARU,Cargo,1327,30.88333333,140.7,Sunk,"30-53N, 140-42E",28
677,3,25,1944,SUBMARINE CHASER NO 54,Submarine Chaser,300,28.56666667,142.2333333,Sunk,"28-34N, 142-14E",28
678,4,3,1944,TOSEI MARU,Transport,2814,30,139.7333333,Sunk,"30-00N, 139-44E",29
679,5,22,1944,ASANAGI,Destroyer,1270,28.33333333,138.95,Sunk,"28-20N, 138-57E",30
680,10,2,1944,TSUYAMA MARU,Transport,6962,21,121.7666667,Sunk,"21-00N, 121-46E",35
681,11,2,1944,ATLAS MARU,Transport,7347,20.33333333,121.5,Sunk,"20-20N, 121-30E",36
682,11,2,1944,HAMBURG MARU,Transport,5271,20.33333333,121.5,Sunk,"20-20N, 121-30E",36
683,11,25,1944,SHOHO MAMRU,Cargo,1356,20.3,121.5666667,Sunk,"20-18N, 121-34E",36
684,5,25,1942,TOKYO MARU,Tanker,902,27.05,127.05,Sunk,"27-03N, 127-03E",6
685,5,30,1942,ATSUTA MARU,Transport,7983,26.11666667,129.1,Sunk,"26-07N, 129-06E",6
686,8,12,1942,UNKNOWN MARU,Cargo,4000,33.03333333,136,Sunk,"33-02N, 136-00E",9
687,9,3,1943,AKAMA MARU,Cargo,5600,41,141.5,Sunk,"41-00N, 141-30E",22
688,9,25,1943,TAIKO MARU,Cargo,2958,41.5,139,Sunk,"41-30N, 139-00E",22
689,7,25,1943,THAMES MARU,Cargo,5871,2,148.4333333,Sunk,"2-40N, 148-26E",20
690,5,30,1944,SHIGA MARU,Cargo,742,33.25,134.1833333,Sunk,"33-15N, 134-11E",30
691,8,12,1944,MAYACHI MARU,Cargo,2159,50.46666667,144.15,Sunk,"50-28N, 144-09E",33
692,1,1,1943,RENZAN MARU,Cargo,4999,39.18333333,141.7333333,Sunk,"39-11N, 141-44E",14
693,4,4,1943,KOA MARU,Cargo,2024,13.18333333,161.95,Sunk,"13-11N, 161-57E",17
694,7,19,1943,MIKAGE MARU NO 20,Transport,2718,18.56666667,166.3333333,Sunk,"18-34N, 166-20E",20
695,12,20,1943,FUYO,Old Destroyer,820,14.73333333,119.9166667,Sunk,"14-44N, 119-55E",25
696,1,1,1944,RYUYO MARU,Cargo,6707,8.066666667,122.9333333,Sunk,"8-24N, 122-56E",26
697,2,22,1944,TEIKO MARU,Transport,15105,3.05,109.2666667,Sunk,"3-03N, 109-16E",27
698,5,18,1944,SHINRYU MARU,Cargo,3181,-7.1,113.2,Sunk,"7-36S, 113-12E",30
699,6,5,1944,ASHIZURI,Tanker,2166,6.033333333,120.6666667,Sunk,"6-32N, 120-40E",31
700,6,5,1944,TAKASAKI,Tanker,2500,6.033333333,120.6666667,Sunk,"6-32N, 120-40E",31
701,8,12,1944,TEIKON MARU,Tanker,5113,13.28333333,120.1166667,Sunk,"13-17N, 120-07E",33
702,1,10,1945,COAST DEF VESSEL NO 42,Frigate,800,27.01666667,126.5666667,Sunk,"27-01N, 126-34E",38
703,8,31,1944,CHIYODA MARU,Tanker,4700,21.35,121.1,Sunk,"21-21N, 121-06E",33
704,9,9,1944,TOYOOKA MARU,Transport,7097,19.75,120.9333333,Sunk,"19-45N, 120-56E",34
705,9,9,1944,MANSHU MARU,Transport,3054,19.75,120.9333333,Sunk,"19-45N, 120-56E",34
706,11,8,1944,KEIJO MARU,Cargo,1051,31.15,129.6333333,Sunk,"31-09N, 129-38E",36
707,11,8,1944,HAKKO MARU,Cargo,1948,31.15,129.6333333,Sunk,"31-09N, 129-38E",36
708,11,9,1944,CHOJUSAN MARU,Ex-Gunboat,2131,31.28333333,129.1666667,Sunk,"31-17N, 129-10E",36
709,11,15,1944,AKIITSU MARU,Aircraft Ferry,9186,33.25,128.3166667,Sunk,"33-15N, 128-19E",36
710,4,1,1945,AWA MARU,Transport,116000,25.41666667,120.1166667,Sunk,"25-25N, 120-07E",41
711,10,9,1943,KOGANE MARU,Transport,3132,-3.1,127.7333333,Sunk,"3-36S, 127-44E",23
712,10,13,1943,KENKOKU MARU,Cargo,3127,-3.116666667,127.6833333,Sunk,"3-47S, 127-41E",23
713,10,31,1943,KORYU MARU,Tanker,589,1.083333333,120.7666667,Sunk,"1-25N, 120-46E",23
714,11,8,1943,TANGO MARU,Tanker,2046,0.366666667,119.7333333,Sunk,"00-22N, 119-44E",24
715,1,4,1944,KIYO MARU,Tanker,7251,5.1,108.6,Sunk,"5-46N, 108-36E",26
716,2,25,1944,TANGO MARU,Cargo,6200,-7.1,115.15,Sunk,"7-46S, 115-09E",27
717,2,25,1944,RYUSEI MARU,Transport,4797,-7.1,115.2333333,Sunk,"7-56S, 115-14E",27
718,3,3,1944,NITTAI MARU,Cargo,6484,3.116666667,123.9166667,Sunk,"3-17N, 123-55E",28
719,3,27,1944,NICHINAN MARU,Cargo,2750,-7.016666667,115.95,Sunk,"7-31S, 115-57E",28
720,5,11,1944,CHOI MARU,Cargo,1074,-3,126.1,Sunk,"3-30S, 126-06E",30
721,5,29,1944,ANSHU MARU,Covernted Gunboat,2601,-3,126.9666667,Sunk,"3-40S, 126-58E",30
722,6,8,1944,SHIOYA,Tanker,4000,3.066666667,124.05,Sunk,"3-04N, 124-03E",31
723,6,14,1944,KOAN MARU,Cargo,3183,4.016666667,122.4166667,Sunk,"4-31N, 122-25E",31
724,8,6,1944,SHIROGANESAN MARU,Cargo,4739,14.23333333,117.2666667,Sunk,"14-14N, 117-16E",33
725,8,18,1944,EISHIN MARU,Cargo,542,18.26666667,120.3333333,Sunk,"18-16N, 120-20E",33
726,8,18,1944,TEIYO MARU,Tanker,9849,18.15,119.9333333,Sunk,"18-09N, 119-56E",33
727,8,18,1944,OTAKA,Escort Aircraft Carrier,20000,18.26666667,120.3333333,Sunk,"18-16N, 120-20E",33
728,8,19,1944,TEIA MARU,Transport,17537,18.15,119.9333333,Sunk,"18-09N, 119-56E",33
729,11,26,1943,ONOE MARU,Cargo,6667,0.666666667,148.2333333,Sunk,"00-40N, 148-14E",24
730,11,28,1943,HOKKO MARU,Cargo,5347,1,141.75,Sunk,"1-40N, 141-45E",24
731,11,28,1943,YURI MARU,Cargo,6787,1,141.75,Sunk,"1-40N, 141-45E",24
732,12,24,1943,HEIWA MARU,Cargo,5578,2.083333333,127.6833333,Sunk,"2-45N, 127-41E",25
733,5,24,1944,IKI,Frigate,860,1.116666667,107.8333333,Sunk,"1-17N, 107-50E",30
734,6,6,1944,COAST DEF VESSEL NO 15,Frigate,800,8.133333333,109.5,Sunk,"8-58N, 109-30E",31
735,10,18,1944,SHIRANESAN MARU,Cargo,4739,12.61666667,118.7666667,Sunk,"12-37N, 118-46E",35
736,10,18,1944,TAIKAI MARU,Transport,3812,12.61666667,118.7666667,Sunk,"12-37N, 118-46E",35
